Actual_Popularity,Predicted_Popularity
1.0204610989844287,0.001973084397571158
-0.4141897590929551,0.018982442256506693
1.6929536887082022,0.2193027552498949
0.2583028306308186,0.09716799477631807
-0.8176853129272191,0.06436539111067034
1.5584551707634473,0.07415539575276657
0.07897147337114552,-0.1124753237484758
1.0652939382993467,0.07962766146660533
-0.32452408046311865,0.1359871805846238
-0.4590225984078733,0.22467525885165154
0.5721327058352461,-0.27298637657469393
-0.5038554377227915,0.01581364001167846
-1.4901779026509927,0.1337642223855716
1.0204610989844287,-0.06535436831891923
-1.4901779026509927,0.07162121860966943
-1.4901779026509927,-0.16991911203281493
0.9307954203545923,0.19294619056472315
-1.4005122240211563,-0.21098590144358262
0.706631223780001,0.0935215924265236
1.1549596169291831,-0.28088350368774645
1.3791238135037744,0.07833052444205064
0.706631223780001,0.046120607833604305
1.0204610989844287,0.062011363036701496
-1.0418495095018103,-0.1445101622790053
-1.4901779026509927,-0.22113338531931884
0.39280134857557325,-0.2266359655935457
-0.7280196342973827,-0.36964705754035115
1.9619507245977115,0.06427187331968826
-0.19002556251836378,0.2149386254399086
0.43763418789049147,0.23292533672274235
-0.234858401833282,0.025229475057304947
-0.2796912411482002,-0.04364825300316829
0.2134699913159004,0.20609042794047522
0.2134699913159004,0.14188741416897235
-0.4590225984078733,-0.0060196352566337695
-1.4901779026509927,-0.030685180876220457
-0.4590225984078733,0.19260382882652646
-0.7728524736123009,-0.03458193973404704
-1.4901779026509927,-0.06954345452348183
-0.4141897590929551,-0.11355198904488545
1.5584551707634473,0.12745605781309632
0.5721327058352461,0.138391201434048
0.7962969024098374,-0.07062370942832741
-0.5935211163526279,0.1419037390142689
-0.4590225984078733,-0.032111060730335345
-0.5935211163526279,-0.022223100561026037
-0.32452408046311865,0.24780428951115901
1.4687894921336109,0.020553065417615802
-1.4901779026509927,0.1854482376484171
0.8859625810396738,0.05608635320681312
1.5584551707634473,0.043645798909301516
-1.4901779026509927,-0.536537060500111
0.5721327058352461,0.05677043290684597
1.1997924562441016,0.012666201696704434
-0.4141897590929551,-0.10112156066910143
0.43763418789049147,-0.3142568928003869
1.334290974188856,0.22214749086194122
-0.05552704457360913,-0.23370339567174322
0.5721327058352461,-0.052689274408502955
-0.4590225984078733,-0.14381442783992682
0.43763418789049147,0.2316756148894785
-0.14519272320344556,0.018186566656796972
1.5136223314485293,0.05336352419480136
1.289458134873938,-0.2261758052939232
1.6032880100783657,-0.02720507617464521
1.4239566528186929,0.25019958397036185
-1.2211808667614834,-0.5629229137228936
0.751464063094919,0.24202322378754582
0.7962969024098374,0.24633614266785286
-0.5486882770377097,-0.356242270076916
0.12380431268606373,-0.020823308764241634
-1.4901779026509927,0.01845652211878403
0.6617983844650825,0.0915370029808911
1.5136223314485293,0.20377534859499336
0.34796850926065503,0.037431104323371864
-0.14519272320344556,0.10524959876854878
-0.6831867949824645,0.23546993960918441
-0.6831867949824645,-0.11550937952944708
-0.4141897590929551,0.15098802540033263
-0.2796912411482002,0.08805768208788994
0.2134699913159004,-0.3264890832495419
0.8859625810396738,-0.05853797883832411
-1.4901779026509927,-0.08833926799904127
-0.6383539556675462,0.24324980573307073
-1.4901779026509927,-0.6102226609474635
0.16863715200098195,0.21709209999107415
-0.19002556251836378,-0.09850051394828652
1.5136223314485293,-0.04022113348770736
0.3031356699457368,0.07482579441301843
1.1549596169291831,-0.01693835262431493
-1.4453450633360745,0.09855127576846373
-0.36935691977803686,-0.4082664432750856
-0.5038554377227915,-0.21329126671999216
-1.4901779026509927,-0.15107078747064484
1.1101267776142651,-0.1033239190794788
0.12380431268606373,0.048826707584355374
0.12380431268606373,-0.014811371877290374
1.334290974188856,0.20360886040110426
-0.234858401833282,-0.22840189040585152
-0.8176853129272191,-0.0949995956099305
0.2134699913159004,-0.061991319792123446
0.2583028306308186,0.0011466161453206353
0.34796850926065503,-0.019133979120809615
0.0341386340562273,0.017766800789292884
-1.4901779026509927,-0.5672067376536166
0.2134699913159004,0.1414130834417269
0.5721327058352461,0.22269520404546672
-1.4901779026509927,-0.23960572669888397
0.34796850926065503,0.009018859979842723
-0.010694205258690914,-0.12774374159274932
-1.4901779026509927,-0.29046134748452784
0.39280134857557325,0.18128361533586085
0.2583028306308186,0.06188415510616416
0.4824670272054097,0.24559366649406617
0.4824670272054097,0.2625012294532452
1.1101267776142651,-0.01292987674422652
1.3791238135037744,-0.06750626541904432
0.34796850926065503,0.09572150165226517
0.5721327058352461,-0.038696981761462294
0.34796850926065503,-0.07829149811737823
1.0652939382993467,-0.29598930034581294
-1.4901779026509927,0.009047578863666042
